EmployeeCode,Gender,EmployeeName,OfficialEmail,Username,EmployeeCount,Over18,StandardHours,Company,Industry,Country,Age,AgeGroup,DateOfBirth,MaritalStatus,Education,EducationField,State,City,PhoneNumber,Department,JobRole,BusinessTravel,WorkMode,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,MonthlyIncome,SalarySlab,SalaryHikePercent,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,NumCompaniesWorked,PromotionLast5Years,OverTime,Attrition
HRA242096,Male,Gaurav Das,gaurav.das@hrhub.co.in,gaurav.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Single,Diploma,Mechanical,Karnataka,Mysuru,9924701598,Administration,Facility Coordinator,Non-Travel,Remote,6.5,2,2,1,1,2022-07-05,67100,6-10 LPA,24,2,2,4,4,2,4,0,3.0,Yes,No,No
HRA242097,Female,Pooja Mukherjee,pooja.mukherjee@hrhub.co.in,pooja.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,54,46-55,1972-08-03,Married,PhD,Computer Science,West Bengal,Howrah,9759988229,IT,Software Engineer,Non-Travel,Remote,24.4,16,14,7,12,2004-08-14,167450,10+ LPA,15,2,3,4,2,1,1,2,8.0,No,No,No
HRA242098,Male,Harsh Gupta,harsh.gupta@hrhub.co.in,harsh.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Married,Diploma,Civil,Kerala,Thiruvananthapuram,9109083777,Human Resources,HR Business Partner,Non-Travel,Work From Office,21.7,7,6,1,3,2007-04-27,126000,10+ LPA,23,1,3,2,2,4,1,6,0.0,No,No,No
HRA242099,Female,Swati Kumar,swati.kumar@hrhub.co.in,swati.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,Master,Finance,Rajasthan,Jodhpur,9993082764,Sales,Business Development Executive,Travel_Rarely,Remote,19.4,16,2,5,14,2009-08-14,172100,10+ LPA,23,1,2,3,2,1,2,3,9.0,Yes,Yes,No
HRA242100,Female,Anusha Das,anusha.das@hrhub.co.in,anusha.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Single,Diploma,Mechanical,Telangana,Warangal,9086189078,IT,Network Engineer,Travel_Rarely,Remote,9.2,8,8,3,6,2019-10-24,63600,6-10 LPA,13,2,3,3,3,3,1,0,7.0,No,No,No
HRA242101,Female,Tanvi Reddy,tanvi.reddy@hrhub.co.in,tanvi.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Married,PhD,Computer Science,Telangana,Warangal,9287887464,Sales,Sales Executive,Travel_Frequently,Work From Office,33.9,31,5,8,0,1995-02-16,148400,10+ LPA,20,3,3,4,4,1,4,0,5.0,Yes,No,No
HRA242102,Male,Manish Roy,manish.roy@hrhub.co.in,manish.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Married,Master,Human Resources,Telangana,Hyderabad,9552875287,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,2.1,1,1,0,1,2026-11-27,45050,3-6 LPA,20,0,4,2,4,1,3,0,2.1,Yes,No,No
HRA242103,Male,Amit Joshi,amit.joshi@hrhub.co.in,amit.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Single,Bachelor,Information Technology,Tamil Nadu,Madurai,9931780013,Finance,Finance Executive,Travel_Rarely,Work From Office,22.3,0,0,0,0,2006-09-20,149600,10+ LPA,22,0,2,1,4,2,1,1,9.0,Yes,No,No
HRA242104,Female,Sneha Sinha,sneha.sinha@hrhub.co.in,sneha.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,44,36-45,1982-08-01,Single,Bachelor,Commerce,Maharashtra,Mumbai,9895207812,IT,System Administrator,Travel_Rarely,Hybrid,22.7,15,1,5,3,2006-04-27,171650,10+ LPA,7,2,3,2,2,1,2,3,2.0,No,No,No
HRA242105,Male,Aditya Sen,aditya.sen@hrhub.co.in,aditya.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,Bachelor,Computer Science,Rajasthan,Udaipur,9903320237,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,34300,3-6 LPA,13,2,3,3,3,1,1,3,0.0,No,Yes,Yes
HRA242106,Female,Ananya Joshi,ananya.joshi@hrhub.co.in,ananya.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,Bachelor,Business Administration,Karnataka,Bengaluru,9750920686,Administration,Administrative Executive,Travel_Rarely,Work From Office,22.5,20,12,2,0,2006-07-09,123800,10+ LPA,23,0,4,2,4,4,1,1,7.0,No,No,No
HRA242107,Female,Sneha Bose,sneha.bose@hrhub.co.in,sneha.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Married,Diploma,Computer,Gujarat,Surat,9183844637,Sales,Sales Manager,Travel_Rarely,Work From Office,25.9,12,3,4,1,2003-02-14,163600,10+ LPA,13,2,3,3,2,1,3,3,10.0,No,No,No
HRA242108,Male,Arjun Kapoor,arjun.kapoor@hrhub.co.in,arjun.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,PhD,Finance,Tamil Nadu,Madurai,9876964768,Finance,Financial Analyst,Travel_Rarely,Work From Office,4.5,2,0,1,0,2024-07-04,44950,3-6 LPA,18,3,3,3,2,3,2,4,4.5,No,Yes,Yes
HRA242109,Female,Ananya Joshi,ananya.joshi@hrhub.co.in,ananya.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Married,MBA,Human Resources,West Bengal,Kolkata,9760497836,Finance,Financial Analyst,Travel_Rarely,Work From Office,8.9,5,5,0,3,2020-02-10,68850,6-10 LPA,8,1,3,2,3,1,3,2,2.0,No,Yes,No
HRA242110,Male,Sandeep Nair,sandeep.nair@hrhub.co.in,sandeep.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Divorced,Bachelor,Commerce,West Bengal,Durgapur,9906069725,Marketing,Marketing Executive,Non-Travel,Work From Office,5.7,0,0,0,0,2023-04-23,58350,6-10 LPA,6,0,3,1,2,1,1,6,3.0,No,No,No
HRA242111,Female,Nikita Khan,nikita.khan@hrhub.co.in,nikita.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Single,Master,Business Administration,Gujarat,Surat,9565759649,Human Resources,Talent Acquisition Specialist,Non-Travel,Work From Office,7.5,3,3,0,3,2021-07-05,82100,6-10 LPA,11,3,3,3,4,2,3,1,7.0,No,Yes,No
HRA242112,Female,Swati Agarwal,swati.agarwal@hrhub.co.in,swati.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,MBA,Marketing,Telangana,Hyderabad,9754345397,Finance,Financial Analyst,Travel_Rarely,Hybrid,31.5,23,17,8,7,1997-07-11,146450,10+ LPA,19,1,3,3,4,4,1,6,4.0,No,Yes,No
HRA242113,Female,Vaishnavi Sen,vaishnavi.sen@hrhub.co.in,vaishnavi.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,32,26-35,1994-07-29,Married,Bachelor,Computer Science,Telangana,Hyderabad,9820908924,Sales,Sales Executive,Travel_Rarely,Work From Office,10.6,10,1,0,7,2018-05-30,101950,10+ LPA,20,0,3,2,2,2,1,6,8.0,Yes,Yes,No
HRA242114,Male,Sandeep Saha,sandeep.saha@hrhub.co.in,sandeep.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Single,PhD,Finance,Maharashtra,Pune,9366427742,Administration,Administrative Executive,Travel_Frequently,Hybrid,19.7,10,7,1,1,2009-04-26,170850,10+ LPA,17,0,2,1,2,1,1,4,10.0,No,Yes,No
HRA242115,Male,Shubham Gupta,shubham.gupta@hrhub.co.in,shubham.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,44,36-45,1982-08-01,Married,High School,General Education,Kerala,Thiruvananthapuram,9425983942,IT,Network Engineer,Non-Travel,Work From Office,16.2,10,4,0,6,2012-10-24,161300,10+ LPA,13,3,3,3,3,3,4,2,1.0,No,No,No
HRA242116,Female,Megha Patel,megha.patel@hrhub.co.in,megha.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,40,36-45,1986-07-31,Married,Diploma,Electrical,Tamil Nadu,Coimbatore,9125779119,Operations,Supply Chain Coordinator,Travel_Frequently,Work From Office,0.4,0,0,0,0,2028-08-08,34550,3-6 LPA,23,3,4,1,4,3,1,4,0.4,No,No,No
HRA242117,Female,Tanvi Roy,tanvi.roy@hrhub.co.in,tanvi.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Single,High School,General Education,Gujarat,Ahmedabad,9731824383,Operations,Operations Manager,Travel_Rarely,Work From Office,1.5,1,1,0,1,2027-07-04,87850,10+ LPA,18,1,3,2,1,2,4,2,1.5,No,No,No
HRA242118,Male,Arjun Singh,arjun.singh@hrhub.co.in,arjun.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Single,High School,General Education,Uttar Pradesh,Lucknow,9487292761,Marketing,Content Strategist,Travel_Rarely,Hybrid,5.1,4,4,2,3,2023-11-28,64200,6-10 LPA,10,1,2,2,4,4,3,3,5.1,No,No,No
HRA242119,Male,Amit Mehta,amit.mehta@hrhub.co.in,amit.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Married,High School,General Education,Maharashtra,Mumbai,9278410467,Operations,Supply Chain Coordinator,Travel_Frequently,Remote,3.7,1,0,0,1,2025-04-22,41050,3-6 LPA,7,1,2,4,3,2,1,6,3.7,No,No,Yes
HRA242120,Male,Shubham Mehta,shubham.mehta@hrhub.co.in,shubham.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Married,Master,Marketing,Tamil Nadu,Coimbatore,9731171251,Operations,Supply Chain Coordinator,Travel_Rarely,Work From Office,7.7,7,6,0,6,2021-04-23,58900,6-10 LPA,12,0,2,4,2,1,4,3,7.0,Yes,No,No
HRA242121,Male,Sumit Bose,sumit.bose@hrhub.co.in,sumit.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Single,High School,General Education,Rajasthan,Jaipur,9944238967,Administration,Administrative Executive,Travel_Rarely,Remote,0.3,0,0,0,0,2028-09-14,24300,0-3 LPA,6,3,3,1,1,1,4,1,0.3,No,No,No
HRA242122,Male,Arjun Joshi,arjun.joshi@hrhub.co.in,arjun.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Divorced,PhD,Finance,Telangana,Hyderabad,9862879563,Sales,Sales Executive,Travel_Frequently,Work From Office,0.2,0,0,0,0,2028-10-20,30650,3-6 LPA,9,1,3,1,1,3,3,0,0.2,No,No,No
HRA242123,Female,Divya Agarwal,divya.agarwal@hrhub.co.in,divya.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Single,Bachelor,Human Resources,West Bengal,Howrah,9174446368,Operations,Supply Chain Coordinator,Non-Travel,Work From Office,7.5,2,1,1,2,2021-07-05,83250,6-10 LPA,23,2,3,2,2,3,2,1,5.0,No,Yes,No
HRA242124,Female,Anjali Nair,anjali.nair@hrhub.co.in,anjali.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,High School,General Education,Gujarat,Vadodara,9249043947,Marketing,Content Strategist,Non-Travel,Work From Office,29.1,17,12,8,9,1999-12-04,150050,10+ LPA,21,3,3,2,1,1,3,6,8.0,No,Yes,Yes
HRA242125,Male,Varun Das,varun.das@hrhub.co.in,varun.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,54,46-55,1972-08-03,Single,PhD,Management,West Bengal,Kolkata,9378703139,Operations,Supply Chain Coordinator,Travel_Rarely,Work From Office,27.4,7,4,1,5,2001-08-15,168900,10+ LPA,22,0,3,3,3,4,3,0,8.0,No,No,No
HRA242126,Male,Aditya Patel,aditya.patel@hrhub.co.in,aditya.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,MBA,Finance,Kerala,Kochi,9226880848,Human Resources,HR Executive,Non-Travel,Remote,0.9,0,0,0,0,2028-02-08,26650,3-6 LPA,21,1,3,2,3,4,4,5,0.9,No,Yes,No
HRA242127,Male,Sahil Khan,sahil.khan@hrhub.co.in,sahil.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,Master,Marketing,Telangana,Warangal,9641367726,Operations,Supply Chain Coordinator,Non-Travel,Remote,18.2,7,7,1,4,2010-10-25,127750,10+ LPA,15,2,3,4,2,4,4,4,1.0,No,No,No
HRA242128,Female,Kavya Ghosh,kavya.ghosh@hrhub.co.in,kavya.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,MBA,Marketing,Uttar Pradesh,Kanpur,9785455092,Finance,Accountant,Travel_Rarely,Work From Office,7.8,0,0,0,0,2021-03-17,90200,10+ LPA,14,1,4,1,1,3,2,5,5.0,No,No,No
HRA242129,Male,Varun Mishra,varun.mishra@hrhub.co.in,varun.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,59,55+,1967-08-05,Married,MBA,Marketing,West Bengal,Durgapur,9628858534,Marketing,Content Strategist,Travel_Rarely,Work From Office,10.5,3,2,0,3,2018-07-06,112750,10+ LPA,25,0,3,4,3,1,1,4,1.0,No,No,No
HRA242130,Female,Anusha Khan,anusha.khan@hrhub.co.in,anusha.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,PhD,Management,Karnataka,Hubballi,9439972935,IT,Network Engineer,Travel_Rarely,Remote,1.7,1,0,0,0,2027-04-22,42600,3-6 LPA,23,0,3,3,4,2,2,1,1.7,No,No,No
HRA242131,Female,Ananya Kapoor,ananya.kapoor@hrhub.co.in,ananya.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Married,High School,General Education,Kerala,Kozhikode,9821777695,IT,System Administrator,Travel_Frequently,Work From Office,0.0,0,0,0,0,2029-01-01,32900,3-6 LPA,17,3,1,3,1,3,1,6,0.0,No,No,No
HRA242132,Male,Harsh Roy,harsh.roy@hrhub.co.in,harsh.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,PhD,Computer Science,Gujarat,Surat,9251897149,IT,Network Engineer,Travel_Frequently,Work From Office,0.0,0,0,0,0,2029-01-01,35050,3-6 LPA,7,0,3,1,1,4,3,3,0.0,Yes,Yes,No
HRA242133,Male,Harsh Reddy,harsh.reddy@hrhub.co.in,harsh.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,Diploma,Mechanical,Rajasthan,Udaipur,9827934656,Human Resources,HR Executive,Travel_Rarely,Work From Office,12.6,3,1,1,1,2016-05-30,86750,10+ LPA,15,3,3,3,1,2,4,0,3.0,Yes,No,No
HRA242134,Male,Deepak Rao,deepak.rao@hrhub.co.in,deepak.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,54,46-55,1972-08-03,Single,Diploma,Mechanical,Maharashtra,Pune,9940324890,Administration,Administrative Executive,Travel_Rarely,Work From Office,11.4,6,0,1,0,2017-08-11,110750,10+ LPA,11,1,2,1,4,3,1,3,5.0,No,No,Yes
HRA242135,Female,Riya Gupta,riya.gupta@hrhub.co.in,riya.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Single,Master,Computer Science,Gujarat,Surat,9841130233,Finance,Finance Executive,Travel_Rarely,Work From Office,4.7,3,0,0,0,2024-04-22,50800,6-10 LPA,8,1,4,1,1,4,1,2,4.7,No,No,No
HRA242136,Female,Sonali Ghosh,sonali.ghosh@hrhub.co.in,sonali.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Single,Master,Finance,Karnataka,Bengaluru,9095503490,Finance,Finance Executive,Travel_Rarely,Work From Office,10.7,3,3,0,3,2018-04-24,95400,10+ LPA,7,1,2,3,1,4,4,2,0.0,No,Yes,No
HRA242137,Male,Ayush Mishra,ayush.mishra@hrhub.co.in,ayush.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Married,PhD,Management,West Bengal,Durgapur,9743511319,Administration,Facility Coordinator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,26850,3-6 LPA,8,3,3,2,4,2,4,5,0.0,No,No,No
HRA242138,Male,Aarav Sharma,aarav.sharma@hrhub.co.in,aarav.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Divorced,MBA,Marketing,Rajasthan,Jaipur,9089066065,Sales,Sales Manager,Travel_Frequently,Work From Office,1.6,0,0,0,0,2027-05-28,75150,6-10 LPA,25,0,2,1,2,3,1,0,1.6,No,No,No
HRA242139,Female,Pooja Nair,pooja.nair@hrhub.co.in,pooja.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,54,46-55,1972-08-03,Single,Bachelor,Computer Science,Telangana,Hyderabad,9789525276,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,0.6,0,0,0,0,2028-05-27,26150,3-6 LPA,20,1,3,3,1,3,1,0,0.6,Yes,No,No
HRA242140,Male,Varun Jain,varun.jain@hrhub.co.in,varun.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,PhD,Finance,Karnataka,Hubballi,9768735035,Sales,Business Development Executive,Non-Travel,Work From Office,2.0,1,1,0,1,2027-01-02,50050,6-10 LPA,6,2,3,4,3,2,2,2,2.0,No,No,No
HRA242141,Male,Sahil Banerjee,sahil.banerjee@hrhub.co.in,sahil.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,PhD,Finance,Telangana,Warangal,9901258160,Human Resources,HR Business Partner,Travel_Frequently,Hybrid,11.5,4,3,1,2,2017-07-06,118150,10+ LPA,17,3,4,4,4,3,2,2,9.0,No,Yes,No
HRA242142,Male,Gaurav Roy,gaurav.roy@hrhub.co.in,gaurav.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Single,Diploma,Civil,Kerala,Kochi,9502280964,Administration,Facility Coordinator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,23750,0-3 LPA,14,1,1,1,1,1,3,4,0.0,Yes,Yes,No
HRA242143,Male,Gaurav Rao,gaurav.rao@hrhub.co.in,gaurav.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,59,55+,1967-08-05,Married,Bachelor,Finance,Rajasthan,Jaipur,9169792230,Sales,Sales Manager,Travel_Rarely,Hybrid,12.9,8,2,1,8,2016-02-11,142550,10+ LPA,14,1,1,2,2,4,2,1,1.0,No,No,No
HRA242144,Female,Ananya Mishra,ananya.mishra@hrhub.co.in,ananya.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Married,MBA,Marketing,Gujarat,Ahmedabad,9007868720,Finance,Accountant,Non-Travel,Work From Office,28.2,21,11,10,10,2000-10-27,185100,10+ LPA,7,1,2,4,4,2,4,1,10.0,Yes,No,No
HRA242145,Male,Karan Agarwal,karan.agarwal@hrhub.co.in,karan.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Single,Master,Computer Science,Rajasthan,Jaipur,9984699793,Marketing,Content Strategist,Travel_Frequently,Hybrid,20.0,1,0,0,1,2009-01-06,135100,10+ LPA,9,1,3,4,4,2,4,6,5.0,No,No,No
HRA242146,Female,Vaishnavi Verma,vaishnavi.verma@hrhub.co.in,vaishnavi.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Married,PhD,Management,Karnataka,Mysuru,9586344783,Finance,Financial Analyst,Travel_Frequently,Work From Office,3.6,2,1,0,0,2025-05-28,42050,3-6 LPA,11,3,4,2,4,3,4,3,3.6,No,No,Yes
HRA242147,Female,Khushi Saha,khushi.saha@hrhub.co.in,khushi.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Single,MBA,Marketing,Delhi,New Delhi,9364190937,Administration,Office Administrator,Travel_Rarely,Remote,3.1,0,0,0,0,2025-11-27,37800,3-6 LPA,22,2,4,4,4,1,4,4,3.1,No,Yes,No
HRA242148,Male,Pranav Das,pranav.das@hrhub.co.in,pranav.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,Diploma,Mechanical,Gujarat,Vadodara,9687423281,Finance,Finance Executive,Travel_Rarely,Work From Office,2.5,1,1,0,1,2026-07-04,48100,3-6 LPA,16,1,2,4,3,4,1,6,0.0,No,No,No
HRA242149,Male,Harsh Ghosh,harsh.ghosh@hrhub.co.in,harsh.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,High School,General Education,Gujarat,Ahmedabad,9094181847,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,31350,3-6 LPA,16,3,3,2,2,4,3,5,0.1,No,No,No
HRA242150,Female,Vaishnavi Das,vaishnavi.das@hrhub.co.in,vaishnavi.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,High School,General Education,Tamil Nadu,Chennai,9747999637,IT,Software Engineer,Travel_Frequently,Work From Office,2.3,2,2,0,2,2026-09-15,50350,6-10 LPA,24,0,4,3,4,3,3,1,0.0,No,Yes,No
HRA242151,Female,Ananya Patel,ananya.patel@hrhub.co.in,ananya.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Single,Master,Human Resources,Gujarat,Ahmedabad,9441045242,IT,System Administrator,Travel_Rarely,Work From Office,12.8,5,5,1,2,2016-03-18,110650,10+ LPA,13,3,2,2,4,4,3,6,4.0,Yes,Yes,No
HRA242152,Female,Sonali Kumar,sonali.kumar@hrhub.co.in,sonali.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,40,36-45,1986-07-31,Married,Diploma,Electrical,West Bengal,Howrah,9509753242,Human Resources,Talent Acquisition Specialist,Travel_Frequently,Work From Office,5.6,1,0,0,0,2023-05-30,63600,6-10 LPA,20,1,3,2,3,1,2,5,5.6,No,No,No
HRA242153,Female,Nikita Mishra,nikita.mishra@hrhub.co.in,nikita.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Single,MBA,Finance,Kerala,Thiruvananthapuram,9637328886,Finance,Financial Analyst,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,34900,3-6 LPA,14,1,2,1,4,2,3,6,0.1,Yes,No,No
HRA242154,Female,Deepika Saha,deepika.saha@hrhub.co.in,deepika.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Married,Diploma,Civil,Kerala,Kochi,9045981815,Administration,Facility Coordinator,Travel_Rarely,Remote,2.9,2,0,0,1,2026-02-08,44650,3-6 LPA,25,0,3,4,2,3,4,1,2.9,No,No,No
HRA242155,Female,Divya Sinha,divya.sinha@hrhub.co.in,divya.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Single,Diploma,Mechanical,Gujarat,Vadodara,9910065381,IT,Network Engineer,Travel_Frequently,Work From Office,0.0,0,0,0,0,2029-01-01,30350,3-6 LPA,5,0,3,3,4,1,4,6,0.0,No,No,No
HRA242156,Male,Harsh Das,harsh.das@hrhub.co.in,harsh.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Married,MBA,Marketing,Kerala,Thiruvananthapuram,9619677559,Operations,Operations Manager,Travel_Rarely,Work From Office,3.5,0,0,0,0,2025-07-04,89850,10+ LPA,19,2,3,4,1,2,2,3,3.5,No,No,No
HRA242157,Female,Harini Kapoor,harini.kapoor@hrhub.co.in,harini.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Single,Master,Marketing,Tamil Nadu,Coimbatore,9169568601,IT,Network Engineer,Travel_Rarely,Work From Office,22.3,15,8,2,3,2006-09-20,153750,10+ LPA,19,1,4,3,2,4,1,4,2.0,No,No,No
HRA242158,Female,Vidya Das,vidya.das@hrhub.co.in,vidya.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Single,Bachelor,Computer Science,Telangana,Hyderabad,9424214665,Sales,Sales Executive,Non-Travel,Remote,28.3,4,1,2,1,2000-09-21,174550,10+ LPA,18,0,3,4,4,4,1,2,9.0,No,No,No
HRA242159,Female,Kavya Chatterjee,kavya.chatterjee@hrhub.co.in,kavya.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Married,MBA,Human Resources,Maharashtra,Nagpur,9432375231,Marketing,Digital Marketing Specialist,Non-Travel,Work From Office,22.9,19,5,1,1,2006-02-13,155100,10+ LPA,14,1,4,4,3,1,4,0,10.0,No,No,No
HRA242160,Female,Vaishnavi Gupta,vaishnavi.gupta@hrhub.co.in,vaishnavi.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Single,Diploma,Mechanical,Maharashtra,Pune,9119569580,IT,System Administrator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,38850,3-6 LPA,8,3,3,4,2,1,1,3,0.0,No,No,No
HRA242161,Male,Varun Chatterjee,varun.chatterjee@hrhub.co.in,varun.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Single,High School,General Education,West Bengal,Durgapur,9856307134,IT,Data Analyst,Non-Travel,Work From Office,1.4,0,0,0,0,2027-08-10,40800,3-6 LPA,19,3,4,2,1,3,2,6,1.4,Yes,Yes,No
